,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
1412,Monty's Chicken Wings,Gurgaon,"E-5, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,Fast Food,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,124,India
1413,My Country Platter,Gurgaon,"Near Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"Asian, Chinese, North Indian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,61,India
1414,SARA World Cuisine,Gurgaon,"D-10, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"Italian, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,90,India
1415,Wah! Amritsar,Gurgaon,"E-21, Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"North Indian, Mughlai",750,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,213,India
1416,World In A Box,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,"Healthy Food, European, Continental, Salad",750,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,461,India
1417,Bun Intended,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,"Burger, American, Fast Food",850,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,93,India
1418,Cafe Gatherings,Gurgaon,"B-133, Supermart 1, DLF Phase 4, Gurgaon",DLF Phase 4,"Cafe, Continental",750,Indian Rupees(Rs.),No,Yes,No,No,2,4.4,Green,Very Good,161,India
1419,Cafe Soul Garden,Gurgaon,"Next to Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"Cafe, Continental, Italian, Pizza",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.1,Green,Very Good,255,India
1420,Food O Gram,Gurgaon,"DLF Phase 4, Gurgaon",DLF Phase 4,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,88,India
1421,Happy Hakka,Gurgaon,"Super Mart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"Chinese, Asian, Thai",650,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,134,India
1422,Kaiser,Gurgaon,"Super Mart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,152,India
1423,Pizza Central,Gurgaon,"B-210, DLF Super Mart 1, DLF Phase 4, Gurgaon",DLF Phase 4,"Fast Food, Italian, Pizza",600,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,151,India
1424,Tasty Fare,Gurgaon,"DLF Phase 5, Gurgaon",DLF Phase 5,"American, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,42,India
1425,Burger Point,Gurgaon,"Shop 4, Near Genpact, DLF Phase 5, Gurgaon",DLF Phase 5,"Burger, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,39,India
1426,Drifters Cafe,Gurgaon,"Club 5, Club Drive, DLF Phase 5, Gurgaon",DLF Phase 5,"Chinese, Thai, Asian",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,40,India
1427,Oh! Fudge,Gurgaon,"DLF Phase 5, Gurgaon",DLF Phase 5,"Bakery, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,93,India
1428,Anjlika,Gurgaon,"LG-3, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Bakery, Desserts, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,India
1429,IZU,Gurgaon,"15, Upper Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Japanese, Sushi",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,129,India
1430,Sugar & Spice - Le Marche,Gurgaon,"DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Bakery, Fast Food",800,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,107,India
1431,Bizibean,Gurgaon,"GK-1, Upper Basement, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road",Cafe,550,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,59,India
1432,ChandChini,Gurgaon,"101 & 101B, 1st Floor, DLF South Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","North Indian, Mithai, Chinese, Street Food",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.8,Yellow,Good,40,India
1433,Coffee & Chai Co.,Gurgaon,"UG-8, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Italian, Mexican, Cafe",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,296,India
1434,Greek Food & Beyond,Gurgaon,"314, 3rd Floor, South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Greek, Mediterranean",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,27,India
1435,Mediumwelldone,Gurgaon,"LG-34, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","American, European, North Indian",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,259,India
1436,Sonya Bakery Cafe,Gurgaon,"B-202, 2nd Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Bakery, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,34,India
1437,Soul & Spice Co.,Gurgaon,"UG-7, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","North Indian, Street Food, Beverages",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,120,India
1438,7 Degrees Brauhaus,Gurgaon,"310 & 311, 3rd Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Continental, North Indian, European, Finger Food",3200,Indian Rupees(Rs.),Yes,No,No,No,4,4.2,Green,Very Good,1193,India
1439,Cafe Amaretto,Gurgaon,"Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Cafe, Italian, European, Bakery",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.1,Green,Very Good,147,India
1440,Sibang Bakery,Gurgaon,"108, 1st Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Bakery, Desserts, Beverages",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,227,India
1441,The Hangout by 1861,Gurgaon,"2, Lower Ground Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Continental, American, Italian",1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,192,India
1442,The Mad Teapot/The Wishing Chair,Gurgaon,"Lower Ground Floor , DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","Cafe, Italian, Bakery",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,83,India
1443,Ninkasi Imperial Brews & Cookery,Gurgaon,"201-204, 2nd Floor, DLF Star Mall, Sector 30, Gurgaon","DLF Star Mall, Sector 30","North Indian, Asian, European",3000,Indian Rupees(Rs.),Yes,No,No,No,4,4.2,Green,Very Good,77,India
1444,Zaffran,Gurgaon,"LG-001, DLF Star Mall, NH-8, Sector 30, Gurgaon","DLF Star Mall, Sector 30","North Indian, Mughlai",1600,Indian Rupees(Rs.),No,Yes,No,No,3,4.1,Green,Very Good,229,India
1445,Spiritual Bar & Lounge-DoubleTree by Hilton,Gurgaon,"DoubleTree by Hilton, Golf Course Road, Sector 56, Gurgaon","DoubleTree by Hilton, Sector 56","Pizza, Italian",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.4,Orange,Average,52,India
1446,The Food Store - DoubleTree by Hilton,Gurgaon,"DoubleTree by Hilton, Golf Course Road, Sector 56, Gurgaon","DoubleTree by Hilton, Sector 56","European, Italian",3000,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,58,India
1447,Barista,Gurgaon,"Ground Floor, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road",Cafe,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,25,India
1448,Burger King,Gurgaon,"Ground Floor, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road","Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,452,India
1449,Club Mojo,Gurgaon,"CS-211, Level 2, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road","North Indian, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.6,Orange,Average,35,India
1450,KFC,Gurgaon,"Ground Floor, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road","American, Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,134,India
1451,Not Just Paranthas,Gurgaon,"2nd Floor, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road",North Indian,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.7,Orange,Average,426,India
1452,Shree Rathnam,Gurgaon,"212, DT City Centre Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road","South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,108,India
1453,Mogli's Coffee,Gurgaon,"Shop 219, 2nd Floor, DLF City Center Mall, MG Road, Gurgaon","DT City Centre Mall, MG Road",Cafe,150,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,35,India
1454,Pind Balluchi,Gurgaon,"DT Mega Mall, 3rd Floor, DLF Phase 1, Gurgaon","DT Mega Mall, DLF Phase 1","North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,26,India
1455,Sip n Bite,Gurgaon,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DT Mega Mall, DLF Phase 1","North Indian, Chinese, Continental",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,38,India
1456,Abar Khabo,Gurgaon,"3rd Floor, K4, DT Mega Mall, DLF Phase 1, Gurgaon","DT Mega Mall, DLF Phase 1",Bengali,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,86,India
1457,Moti Mahal Delux,Gurgaon,"LG 24, DLF Mega Mall, Golf Course Road, DLF Phase 1, Gurgaon","DT Mega Mall, DLF Phase 1",North Indian,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,29,India
1458,The Lost Mughal,Gurgaon,"DT Mega Mall, Golf Course Road, A Block, Sector 53, DLF Phase 1, Gurgaon","DT Mega Mall, DLF Phase 1","North Indian, Mughlai, Biryani",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,43,India
1459,Fortune Deli - Fortune Select Excalibur,Gurgaon,"Fortune Select Excalibur, Sohna Road, Gurgaon","Fortune Select Excalibur, Sohna Road",Bakery,1000,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,42,India
1460,India on my Plate - Fortune Select Excalibur,Gurgaon,"Fortune Select Excalibur, Sohna Road, Gurgaon","Fortune Select Excalibur, Sohna Road","North Indian, Mughlai",2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.0,Green,Very Good,111,India
1461,Orchid - Fortune Select Global,Gurgaon,"Fortune Select Global, Global Arcade, MG Road, Gurgaon","Fortune Select Global, MG Road","North Indian, Chinese, Continental",2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.6,Orange,Average,20,India
1462,Hungry Buffoons,Gurgaon,"Basement Parking, Level 1, Global Foyer Mall, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","North Indian, Italian, Mexican",300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,24,India
1463,Karim's,Gurgaon,"GF-4, Global Foyer Mall, Sector 43, Gurgaon","Global Foyer Mall, Golf Course Road","Mughlai, North Indian",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.8,Orange,Average,261,India
1464,Manhattan Brewery & Bar Exchange,Gurgaon,"1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Finger Food, American, Continental, North Indian, Italian",2000,Indian Rupees(Rs.),No,No,No,No,4,4.6,Dark Green,Excellent,2093,India
1465,Di Miso,Gurgaon,"11, Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Korean, Japanese, Chinese, Asian",1500,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,38,India
1466,Kuuraku,Gurgaon,"Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road",Japanese,1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,106,India
1467,Vapour Bar Exchange,Gurgaon,"Global Foyer Mall, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Continental, Finger Food, Chinese, North Indian",1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,31,India
1468,19 Flavours Biryani,Gurgaon,"Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Mughlai, Hyderabadi",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,84,India
1469,Bhai Ji Foods,Gurgaon,"DLF Golf Links, Near American Express, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,165,India
1470,Captain Bill$ Deliverz,Gurgaon,"Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Chinese, Fast Food",1000,Indian Rupees(Rs.),No,Yes,Yes,No,3,2.7,Orange,Average,185,India
1471,Curry n Phulka,Gurgaon,"Near Genpact, Paras Hospital Road, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,48,India
1472,Jaguar,Gurgaon,"Opposite Genpact, Golf Course Road, Gurgaon",Golf Course Road,"Chinese, North Indian",800,Indian Rupees(Rs.),Yes,No,No,No,2,2.8,Orange,Average,14,India
1473,Jalsa Lounge,Gurgaon,"Jalsa Builiding, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Chinese",850,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,37,India
1474,Lord of Grillz,Gurgaon,"Shop 2 & 3, La Mart, La Lagune, Golf Course Road, Gurgaon",Golf Course Road,"Chinese, North Indian, Italian, Continental",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,30,India
1475,Midnight Cravings Beyond Control,Gurgaon,"Plot 414, Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,336,India
1476,Outback,Gurgaon,"Sector 53/54 Round About, Near Audi Showroom, Golf Course Road, Gurgaon",Golf Course Road,"Continental, North Indian",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,106,India
1477,The Cinnamon Kitchen,Gurgaon,"Plot 391, Saraswati Kunj, Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,50,India
1478,Dudleys,Gurgaon,"Plot 1605, Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"American, Continental, Burger",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,150,India
1479,56 Ristorante Italiano,Gurgaon,"Ground Floor, Vatika Atrium, Golf Course Road, Gurgaon",Golf Course Road,Italian,2200,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good,416,India
1480,All Time Cafe,Gurgaon,"Plot 26, Saraswati Kunj, Opposite Alchemist Hospital, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Chinese, Thai",500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,32,India
1481,Baba's,Gurgaon,"Opposite Metro Pillar 200, Near Suncity, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Mughlai",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,110,India
1482,Chilli Indiana,Gurgaon,"12, Saraswati Kunj, Opposite Park Hospital, Sector 54, Golf Course Road, Gurgaon",Golf Course Road,Italian,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,74,India
1483,Go Kylin,Gurgaon,"Golf Course Road, Gurgaon",Golf Course Road,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese",1500,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,81,India
1484,Just for Chai,Gurgaon,"1185, Near Ocus Technopolis Building, Golf Course Road, Gurgaon",Golf Course Road,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,116,India
1485,Kabab Mistri,Gurgaon,"Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Mughlai, Biryani",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,36,India
1486,Nashta,Gurgaon,"Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"Healthy Food, Continental",700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,224,India
1487,Nooba,Gurgaon,"Near IBIS Hotel, Golf Course Road, Gurgaon",Golf Course Road,Chinese,1500,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,148,India
1488,Side Wok,Gurgaon,"Ground Floor, MPD Tower, Opposite Magnolias, DLF 5, Golf Course Road, Gurgaon",Golf Course Road,"Burmese, Chinese, Japanese, Malaysian, Thai",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.9,Yellow,Good,280,India
1489,Takamaka,Gurgaon,"1st Floor, The Palm Springs Plaza, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Continental, Italian",1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,67,India
1490,The Ark,Gurgaon,"Address One, Second Floor, Next to Hilton Double Tree Hotel, Baani, Sector 56, Golf Course Road, Gurgaon",Golf Course Road,"Seafood, Mediterranean",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,45,India
1491,The Gathering Hut,Gurgaon,"Opposite Magnolia Apartment, Golf Course Road, Gurgaon",Golf Course Road,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,27,India
1492,Wangchuk's Ladakhi Kitchen,Gurgaon,"2nd Floor, Jalsa Building, Opposite Arjun Marg, Golf Course Road, Gurgaon",Golf Course Road,"Tibetan, Nepalese",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,241,India
1493,Daawat-e-Kashmir,Gurgaon,"Navkriti Building, Golf Course Road, Gurgaon",Golf Course Road,"Kashmiri, Mughlai",1200,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,146,India
1494,La Pino'z Pizza,Gurgaon,"94-D, Opposite Vatika Towers, Sector-53, Main Golf Course Road, Gurgaon",Golf Course Road,"Pizza, Mexican, Chinese, Italian",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,259,India
1495,The Diet Kitchen,Gurgaon,"Golf Course Road, Gurgaon",Golf Course Road,"Continental, Healthy Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,20,India
1496,Om Sweets & Snacks,Gurgaon,"2nd Floor, Food Court, Hongkong Bazaar, Sector 57, Gurgaon","Hong Kong Bazaar Mall, Sector 57, Gurgaon","North Indian, South Indian, Street Food, Mithai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,138,India
1497,Subway,Gurgaon,"17, 1st Floor, Hongkong Bazar Mall, Sector 57, Gurgaon","Hong Kong Bazaar Mall, Sector 57, Gurgaon","American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,101,India
1498,Taste of Tamil Nadu,Gurgaon,"23-24, 1st Floor, Hong Kong Bazar, Sector 57, Gurgaon","Hong Kong Bazaar Mall, Sector 57, Gurgaon","South Indian, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,94,India
1499,The Bridge - Hotel Clark Inn Gurgaon,Gurgaon,"Hotel Clark Inn, Plot 45/46, Old Judicial Complex, Sector 15, Gurgaon","Hotel Clark Inn, Sector 15","North Indian, Chinese",1400,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average,7,India
1500,Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,Gurgaon,"Hotel Clark Inn, Plot 45/46, Old Judicial Complex, Sector 15, Gurgaon","Hotel Clark Inn, Sector 15","North Indian, Chinese",1400,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated,2,India
1501,Gardenia - Hotel Grenville,Gurgaon,"Hotel Grenville, 29/4, Sector 14, Gurgaon","Hotel Grenville, MG Road","North Indian, Continental, Chinese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average,15,India
1502,Call For Cuisine - Hotel Grenville,Gurgaon,"Hotel Grenville, 29/4, Near Kalyani Hospital, Opposite SBI Gurgaon, Sector 14, Gurgaon","Hotel Grenville, MG Road","North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
1503,Armory - Hotel Haut.Monde,Gurgaon,"Hotel Haut.Monde, Part 1, Sector 15, Gurgaon","Hotel Haute.Monde, Sector 15",Finger Food,1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,6,India
1504,Citron - Hotel Haut.Monde,Gurgaon,"Hotel Haut Monde, Jharsa Road, Sector 15, Gurgaon","Hotel Haute.Monde, Sector 15","North Indian, Chinese, Continental",1300,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,13,India
1505,Gabbar Meals,Gurgaon,"Shop 18, Metropark Food Court, HUDA City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon","North Indian, Mughlai",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,260,India
1506,McDonald's,Gurgaon,"Metropark Food Court, HUDA City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon","Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,90,India
1507,Crust Bistro,Gurgaon,"Food Court, HUDA City Center Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon","Italian, Pizza",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,144,India
1508,Dunkin' Donuts,Gurgaon,"Shop 3, HUDA City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon","Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,243,India
1509,Kabab Roll Cafe,Gurgaon,"Metropark Food Court, HUDA City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon","North Indian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,121,India
1510,Starbucks,Gurgaon,"Ground Floor, South Wing, HUDA City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon",Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,183,India
1511,Eggers Madhouse,Gurgaon,"11, Metropark Food Court, HUDA City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon",Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,647,India
1512,Gallery Cafí© - Hyatt Place,Gurgaon,"Hyatt Place,15/1, Old Delhi-Gurgaon Road, Sector 18, Udyog Vihar, Gurgaon",Hyatt Place Gurgaon,Cafe,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,73,India
1513,Coffee to Cocktail Bar - Hyatt Place,Gurgaon,"Hyatt Place,15/1, Old Delhi-Gurgaon Road, Sector 18, Udyog Vihar, Gurgaon",Hyatt Place Gurgaon,Drinks Only,2100,Indian Rupees(Rs.),Yes,No,No,No,4,0.0,White,Not rated,0,India
1514,Spice It - Hotel IBIS,Gurgaon,"Hotel IBIS, Block 1, Sector 53, Golf Course Road, Gurgaon","IBIS Hotel, Golf Course Road","Fast Food, North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,96,India
1515,Nukkadwala,Gurgaon,"JMD Megapolis, Sector 48, Sohna Road, Gurgaon","JMD Megapolis Mall, Sohna Road","Fast Food, Street Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,41,India
1516,Power Play Resto Bar,Gurgaon,"Upper Ground Floor, JMD Regent Arcade, Near MGF Megacity Mall, MG Road, Gurgaon","JMD Regent Arcade Mall, MG Road","North Indian, American, Italian",1850,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average,91,India
1517,Daikichi,Gurgaon,"UGF-02, JMD Regent Arcade Mall, MG Road, Gurgaon","JMD Regent Arcade Mall, MG Road",Japanese,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,70,India
1518,The Atrium - By Jukaso It Suites,Gurgaon,"Jukaso It Suites, Plot 1, IDC Industrial Area, Near Sector 14, Gurgaon","Jukaso It Suites, Sector 14","Asian, Bakery",1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average,21,India
1519,Delhi - Kingdom of Dreams,Gurgaon,"Culture Gully, Kingdom of Dreams, Great Indian Nautanki Company Ltd., Auditorium Complex, Sector 29, Gurgaon","Kingdom of Dreams, Sector 29",Street Food,500,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,364,India
1520,Lucknow - Kingdom of Dreams,Gurgaon,"Culture Gully, Kingdom of Dreams, Great Indian Nautanki Company Ltd., Auditorium Complex, Sector 29, Gurgaon","Kingdom of Dreams, Sector 29",Lucknowi,1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,179,India
1521,Longitude 77Á03' Bar - Le Meridien Gurgaon,Gurgaon,"Le Meridien Gurgaon, Sector 26, Gurgaon Delhi Border, MG Road, Gurgaon","Le Meridien Gurgaon, MG Road",Finger Food,1600,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,23,India
1522,I-Kandy - Le Meridien Gurgaon,Gurgaon,"Le Meridien Gurgaon, Sector 26, Gurgaon Delhi Border, MG Road, Gurgaon","Le Meridien Gurgaon, MG Road",Finger Food,4500,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,218,India
1523,Bella Cucina - Le Meridien Gurgaon,Gurgaon,"Le Meridien Gurgaon, Sector 26, Gurgaon Delhi Border, MG Road, Gurgaon","Le Meridien Gurgaon, MG Road",Italian,4000,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,38,India
